SequenceID	Realm (-viria)	Realm_score	Subrealm (-vira)	Subrealm_score	Kingdom (-virae)	Kingdom_score	Subkingdom (-virites)	Subkingdom_score	Phylum (-viricota)	Phylum_score	Subphylum (-viricotina)	Subphylum_score	Class (-viricetes)	Class_score	Subclass (-viricetidae)	Subclass_score	Order (-virales)	Order_score	Suborder (-virineae)	Suborder_score	Family (-viridae)	Family_score	Subfamily (-virinae)	Subfamily_score	Genus (-virus)	Genus_score	Subgenus (-virus)	Subgenus_score	Species (binomial)	Species_score
ICTVTaxoChallenge_917696	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus gossypigeziraense	0.999999
ICTVTaxoChallenge_917697	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus geswini	0.999999
ICTVTaxoChallenge_917700	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917728	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	Beijerinckvirinae	0.999999	Friunavirus	0.999999	N/A	N/A	Friunavirus AbKT21III	0.999999
ICTVTaxoChallenge_91774	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Bclasvirinae	0.999999	Pegunavirus	0.999999	N/A	N/A	Pegunavirus manad	0.999999
ICTVTaxoChallenge_91776	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Quintoviricetes	0.999999	N/A	N/A	Piccovirales	0.999999	N/A	N/A	Parvoviridae	0.999999	Hamaparvovirinae	0.999999	Chaphamaparvovirus	0.999999	N/A	N/A	Chaphamaparvovirus anseriform6	0.999999
ICTVTaxoChallenge_917791	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus ipomoeae	0.999999
ICTVTaxoChallenge_917800	Monodnaviria	0.792	N/A	N/A	Shotokuvirae	0.792	N/A	N/A	Cressdnaviricota	0.792	N/A	N/A	Arfiviricetes	0.792	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917818	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Negarnaviricota	0.999999	Haploviricotina	0.999999	Monjiviricetes	0.999999	N/A	N/A	Mononegavirales	0.999999	N/A	N/A	Mymonaviridae	0.999999	N/A	N/A	Lentimonavirus	0.999999	N/A	N/A	Lentimonavirus lentinulae	0.999999
ICTVTaxoChallenge_917823	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Birnaviridae	0.999999	N/A	N/A	Ronavirus	0.999999	N/A	N/A	Ronavirus rotiferae	0.999999
ICTVTaxoChallenge_917827	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Genomoviridae	0.999999	N/A	N/A	Gemykrogvirus	0.999999	N/A	N/A	Gemykrogvirus giapa1	0.999999
ICTVTaxoChallenge_917838	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Bicehmovirus	0.999999	N/A	N/A	Bicehmovirus lutivivens	0.999999
ICTVTaxoChallenge_917861	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Kroosvirus	0.999999	N/A	N/A	Kroosvirus tangerine	0.999999
ICTVTaxoChallenge_917892	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Togaviridae	0.999999	N/A	N/A	Alphavirus	0.999999	N/A	N/A	Alphavirus ndumu	0.999999
ICTVTaxoChallenge_917897	Riboviria	0.485	N/A	N/A	Orthornavirae	0.485	N/A	N/A	Pisuviricota	0.485	N/A	N/A	Duplopiviricetes	0.485	N/A	N/A	Durnavirales	0.485	N/A	N/A	Partitiviridae	0.485	N/A	N/A	Betapartitivirus	0.485	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917900	Duplodnaviria	0.5005	N/A	N/A	Heunggongvirae	0.5005	N/A	N/A	Uroviricota	0.5005	N/A	N/A	Caudoviricetes	0.5005	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Aokuangvirus	0.5005	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917910	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Closteroviridae	0.999999	N/A	N/A	Velarivirus	0.999999	N/A	N/A	Velarivirus duocordylinae	0.999999
ICTVTaxoChallenge_917917	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cossaviricota	0.999999	N/A	N/A	Papovaviricetes	0.999999	N/A	N/A	Sepolyvirales	0.999999	N/A	N/A	Polyomaviridae	0.999999	N/A	N/A	Etapolyomavirus	0.999999	N/A	N/A	Etapolyomavirus rhyndjiddensis	0.999999
ICTVTaxoChallenge_917935	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_917949	Varidnaviria	0.999999	N/A	N/A	Bamfordvirae	0.999999	N/A	N/A	Preplasmiviricota	0.999999	N/A	N/A	Tectiliviricetes	0.999999	N/A	N/A	Rowavirales	0.999999	N/A	N/A	Adenoviridae	0.999999	N/A	N/A	Mastadenovirus	0.999999	N/A	N/A	Mastadenovirus caesari	0.999999
ICTVTaxoChallenge_917980	Varidnaviria	0.505	N/A	N/A	Bamfordvirae	0.505	N/A	N/A	Nucleocytoviricota	0.505	N/A	N/A	Megaviricetes	0.505	N/A	N/A	Imitervirales	0.505	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918002	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Ceduovirus	0.999999	N/A	N/A	Ceduovirus cv62402	0.999999
ICTVTaxoChallenge_918006	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus nicotianadominicanense	0.999999
ICTVTaxoChallenge_91805	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918051	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Kodimesavirinae	0.999999	Pemapivirus	0.999999	N/A	N/A	Pemapivirus brohepotu	0.999999
ICTVTaxoChallenge_918055	Monodnaviria	0.6167	N/A	N/A	Shotokuvirae	0.6167	N/A	N/A	Cressdnaviricota	0.6167	N/A	N/A	Arfiviricetes	0.6167	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918075	Riboviria	0.883	N/A	N/A	Orthornavirae	0.883	N/A	N/A	Pisuviricota	0.883	N/A	N/A	Pisoniviricetes	0.883	N/A	N/A	Sobelivirales	0.883	N/A	N/A	Solemoviridae	0.883	N/A	N/A	Sobemovirus	0.883	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918152	Duplodnaviria	0.6675	N/A	N/A	Heunggongvirae	0.6675	N/A	N/A	Uroviricota	0.6675	N/A	N/A	Caudoviricetes	0.6675	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918157	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus alpharhino	0.999999
ICTVTaxoChallenge_91817	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Miaviricetes	0.999999	N/A	N/A	Ourlivirales	0.999999	N/A	N/A	Botourmiaviridae	0.999999	N/A	N/A	Penoulivirus	0.999999	N/A	N/A	Penoulivirus epsilonplasmoparae	0.999999
ICTVTaxoChallenge_918191	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Flasuviricetes	0.999999	N/A	N/A	Amarillovirales	0.999999	N/A	N/A	Flaviviridae	0.999999	N/A	N/A	Hepacivirus	0.999999	N/A	N/A	Hepacivirus hominis	0.999999
ICTVTaxoChallenge_918226	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Norzivirales	0.999999	N/A	N/A	Fiersviridae	0.999999	N/A	N/A	Lohngkovirus	0.999999	N/A	N/A	Lohngkovirus borborovivens	0.999999
ICTVTaxoChallenge_918230	Monodnaviria	0.5186	N/A	N/A	Shotokuvirae	0.5186	N/A	N/A	Cressdnaviricota	0.5186	N/A	N/A	Repensiviricetes	0.5186	N/A	N/A	Geplafuvirales	0.5186	N/A	N/A	Genomoviridae	0.5186	N/A	N/A	Gemycircularvirus	0.5186	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918238	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus ipomoeae	0.999999
ICTVTaxoChallenge_918247	Riboviria	0.9575	N/A	N/A	Orthornavirae	0.9575	N/A	N/A	Negarnaviricota	0.9575	Polyploviricotina	0.9575	Bunyaviricetes	0.9575	N/A	N/A	Elliovirales	0.9575	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918278	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Mastrevirus	0.999999	N/A	N/A	Mastrevirus chloris	0.999999
ICTVTaxoChallenge_918285	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918302	Monodnaviria	0.999999	N/A	N/A	Sangervirae	0.999999	N/A	N/A	Phixviricota	0.999999	N/A	N/A	Malgrandaviricetes	0.999999	N/A	N/A	Petitvirales	0.999999	N/A	N/A	Microviridae	0.999999	Gokushovirinae	0.999999	Spiromicrovirus	0.999999	N/A	N/A	Spiromicrovirus SpV4	0.999999
ICTVTaxoChallenge_918308	Monodnaviria	0.521	N/A	N/A	Shotokuvirae	0.521	N/A	N/A	Cressdnaviricota	0.521	N/A	N/A	Repensiviricetes	0.521	N/A	N/A	Geplafuvirales	0.521	N/A	N/A	Geminiviridae	0.521	N/A	N/A	Begomovirus	0.521	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918319	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918338	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Straboviridae	0.999999	Tevenvirinae	0.999999	Gaprivervirus	0.999999	N/A	N/A	Gaprivervirus arezed	0.999999
ICTVTaxoChallenge_918348	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Begomovirus	0.999999	N/A	N/A	Begomovirus solanumflavusvietnamense	0.999999
ICTVTaxoChallenge_918373	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Seadornavirus	0.999999	N/A	N/A	Seadornavirus bannaense	0.999999
ICTVTaxoChallenge_918374	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918376	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Flasuviricetes	0.999999	N/A	N/A	Amarillovirales	0.999999	N/A	N/A	Flaviviridae	0.999999	N/A	N/A	Hepacivirus	0.999999	N/A	N/A	Hepacivirus hominis	0.999999
ICTVTaxoChallenge_918379	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Lenarviricota	0.999999	N/A	N/A	Leviviricetes	0.999999	N/A	N/A	Timlovirales	0.999999	N/A	N/A	Steitzviridae	0.999999	N/A	N/A	Tikiyavirus	0.999999	N/A	N/A	Tikiyavirus chthonocola	0.999999
ICTVTaxoChallenge_918388	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Paavivirinae	0.999999	Parechovirus	0.999999	N/A	N/A	Parechovirus beljungani	0.999999
ICTVTaxoChallenge_91841	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Picornaviridae	0.999999	Ensavirinae	0.999999	Enterovirus	0.999999	N/A	N/A	Enterovirus betacoxsackie	0.999999
ICTVTaxoChallenge_91842	Varidnaviria	0.794	N/A	N/A	Bamfordvirae	0.794	N/A	N/A	Nucleocytoviricota	0.794	N/A	N/A	Pokkesviricetes	0.794	N/A	N/A	Asfuvirales	0.794	N/A	N/A	Asfarviridae	0.794	N/A	N/A	Asfivirus	0.794	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918440	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Vividuovirus	0.999999	N/A	N/A	Vividuovirus mckinley	0.999999
ICTVTaxoChallenge_918459	Varidnaviria	0.4958	N/A	N/A	Bamfordvirae	0.4958	N/A	N/A	Nucleocytoviricota	0.4958	N/A	N/A	Megaviricetes	0.4958	N/A	N/A	Imitervirales	0.4958	N/A	N/A	Allomimiviridae	0.4958	N/A	N/A	Oceanusvirus	0.4958	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918468	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Autographiviridae	0.999999	N/A	N/A	Cuernavacavirus	0.999999	N/A	N/A	Cuernavacavirus RHEph08	0.999999
ICTVTaxoChallenge_918471	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Alexandravirus	0.999999	N/A	N/A	Alexandravirus SNUABM33	0.999999
ICTVTaxoChallenge_918489	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Tolucaviricetes	0.999999	N/A	N/A	Tolivirales	0.999999	N/A	N/A	Tombusviridae	0.999999	Calvusvirinae	0.999999	Umbravirus	0.999999	N/A	N/A	Umbravirus pisi	0.999999
ICTVTaxoChallenge_918501	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Virgaviridae	0.999999	N/A	N/A	Tobravirus	0.999999	N/A	N/A	Tobravirus capsici	0.999999
ICTVTaxoChallenge_918525	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Gordonclarkvirinae	0.999999	Kuravirus	0.999999	N/A	N/A	Kuravirus kv1721	0.999999
ICTVTaxoChallenge_918537	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Sedoreoviridae	0.999999	N/A	N/A	Orbivirus	0.999999	N/A	N/A	Orbivirus chobarense	0.999999
ICTVTaxoChallenge_918579	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	Comovirinae	0.999999	Nepovirus	0.999999	N/A	N/A	Nepovirus tunisiaense	0.999999
ICTVTaxoChallenge_918603	Riboviria	0.6445	N/A	N/A	Orthornavirae	0.6445	N/A	N/A	Kitrinoviricota	0.6445	N/A	N/A	Tolucaviricetes	0.6445	N/A	N/A	Tolivirales	0.6445	N/A	N/A	Tombusviridae	0.6445	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918606	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Tolecusatellitidae	0.999999	N/A	N/A	Betasatellite	0.999999	N/A	N/A	Betasatellite solanilagunaense	0.999999
ICTVTaxoChallenge_918614	Varidnaviria	0.6357	N/A	N/A	Bamfordvirae	0.6357	N/A	N/A	Nucleocytoviricota	0.6357	N/A	N/A	Megaviricetes	0.6357	N/A	N/A	Imitervirales	0.6357	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918615	Riboviria	0.999999	N/A	N/A	Pararnavirae	0.999999	N/A	N/A	Artverviricota	0.999999	N/A	N/A	Revtraviricetes	0.999999	N/A	N/A	Blubervirales	0.999999	N/A	N/A	Hepadnaviridae	0.999999	N/A	N/A	Orthohepadnavirus	0.999999	N/A	N/A	Orthohepadnavirus hominoidei	0.999999
ICTVTaxoChallenge_918621	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Alphachrysovirus	0.999999	N/A	N/A	Alphachrysovirus colletotrichi	0.999999
ICTVTaxoChallenge_918625	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Chimalliviridae	0.999999	N/A	N/A	Goslarvirus	0.999999	N/A	N/A	Goslarvirus goslar	0.999999
ICTVTaxoChallenge_918653	Riboviria	0.4807	N/A	N/A	Orthornavirae	0.4807	N/A	N/A	Kitrinoviricota	0.4807	N/A	N/A	Tolucaviricetes	0.4807	N/A	N/A	Tolivirales	0.4807	N/A	N/A	Tombusviridae	0.4807	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918658	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Pisoniviricetes	0.999999	N/A	N/A	Picornavirales	0.999999	N/A	N/A	Secoviridae	0.999999	N/A	N/A	Sadwavirus	0.999999	Stramovirus	0.999999	Sadwavirus fragariae	0.999999
ICTVTaxoChallenge_918678	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Naldaviricetes	0.999999	N/A	N/A	Lefavirales	0.999999	N/A	N/A	Baculoviridae	0.999999	N/A	N/A	Betabaculovirus	0.999999	N/A	N/A	Betabaculovirus myunipunctae	0.999999
ICTVTaxoChallenge_918724	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Betachrysovirus	0.999999	N/A	N/A	Betachrysovirus magnaporthis	0.999999
ICTVTaxoChallenge_918738	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Genomoviridae	0.999999	N/A	N/A	Gemycircularvirus	0.999999	N/A	N/A	Gemycircularvirus bromas1	0.999999
ICTVTaxoChallenge_918755	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Resentoviricetes	0.999999	N/A	N/A	Reovirales	0.999999	N/A	N/A	Spinareoviridae	0.999999	N/A	N/A	Cypovirus	0.999999	N/A	N/A	Cypovirus trichoplusiae	0.999999
ICTVTaxoChallenge_918762	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Duplornaviricota	0.999999	N/A	N/A	Chrymotiviricetes	0.999999	N/A	N/A	Ghabrivirales	0.999999	Alphatotivirineae	0.999999	Chrysoviridae	0.999999	N/A	N/A	Alphachrysovirus	0.999999	N/A	N/A	Alphachrysovirus isariae	0.999999
ICTVTaxoChallenge_918763	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Repensiviricetes	0.999999	N/A	N/A	Geplafuvirales	0.999999	N/A	N/A	Geminiviridae	0.999999	N/A	N/A	Curtovirus	0.999999	N/A	N/A	Curtovirus armoraciae	0.999999
ICTVTaxoChallenge_918765	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Pisuviricota	0.999999	N/A	N/A	Duplopiviricetes	0.999999	N/A	N/A	Durnavirales	0.999999	N/A	N/A	Partitiviridae	0.999999	N/A	N/A	Betapartitivirus	0.999999	N/A	N/A	Betapartitivirus atkinsonellae	0.999999
ICTVTaxoChallenge_918775	Duplodnaviria	0.999999	N/A	N/A	Heunggongvirae	0.999999	N/A	N/A	Uroviricota	0.999999	N/A	N/A	Caudoviricetes	0.999999	N/A	N/A	N/A	N/A	N/A	N/A	Pootjesviridae	0.999999	N/A	N/A	Innesvirus	0.999999	N/A	N/A	Innesvirus RL2RES	0.999999
ICTVTaxoChallenge_91879	Riboviria	0.999999	N/A	N/A	Orthornavirae	0.999999	N/A	N/A	Kitrinoviricota	0.999999	N/A	N/A	Alsuviricetes	0.999999	N/A	N/A	Martellivirales	0.999999	N/A	N/A	Bromoviridae	0.999999	N/A	N/A	Ilarvirus	0.999999	N/A	N/A	Ilarvirus PrRSV	0.999999
ICTVTaxoChallenge_918803	Duplodnaviria	0.5	N/A	N/A	Heunggongvirae	0.5	N/A	N/A	Uroviricota	0.5	N/A	N/A	Caudoviricetes	0.5	N/A	N/A	Nakonvirales	0.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICTVTaxoChallenge_918842	Monodnaviria	0.999999	N/A	N/A	Shotokuvirae	0.999999	N/A	N/A	Cressdnaviricota	0.999999	N/A	N/A	Arfiviricetes	0.999999	N/A	N/A	Cremevirales	0.999999	N/A	N/A	Smacoviridae	0.999999	N/A	N/A	Inpeasmacovirus	0.999999	N/A	N/A	Inpeasmacovirus peafo1	0.999999
ICTVTaxoChallenge_918862	Varidnaviria	0.999999	N/A	N/A	Bamfordvirae	0.999999	N/A	N/A	Preplasmiviricota	0.999999	N/A	N/A	Tectiliviricetes	0.999999	N/A	N/A	Rowavirales	0.999999	N/A	N/A	Adenoviridae	0.999999	N/A	N/A	Mastadenovirus	0.999999	N/A	N/A	Mastadenovirus magnauris	0.999999
